ExperimentalCondition,Head Horizontal,Head Vertical,Eye Horizontal,Eye Vertical,SuccessfulCompletion,Time,Event
AudioOnly,0.9775561094284058,-0.0616411194205284,0.9751092195510864,-0.0799643471837043,0.0,-0.98,NoEvent
BaseCondition,0.9704043865203856,-0.151767298579216,0.975861132144928,-0.1204209178686142,0.0,-0.98,NoEvent
HUDOnly,0.9869510531425476,-0.0566024743020534,0.9641440510749816,-0.1194005906581878,0.0,-0.98,NoEvent
BaseCondition,0.964762568473816,-0.1676008775830268,0.9738936871290208,-0.1300497651100158,0.0,-0.98,NoEvent
FullLoopAR,0.9797304272651672,0.1280403137207031,0.9694055318832396,-0.1196525171399116,1.0,-0.98,NoEvent
BaseCondition,0.9830878674983978,-0.0547838816419243,0.974805787205696,-0.1101459581404923,0.0,-0.98,NoEvent
FullLoopAR,0.9707993268966676,-0.1219513267278671,0.9786850214004515,-0.094463512301445,1.0,-0.98,NoEvent
FullLoopAR,0.965184897184372,0.0254597011953591,0.9606860876083374,-0.1552269980311393,0.0,-0.98,NoEvent
HUDOnly,0.9761921167373656,-0.058165818452835,0.9693546891212464,-0.132407546043396,1.0,-0.98,NoEvent
FullLoopAR,0.9826644957065582,-0.0066981497220694,0.9652672951871698,-0.1042742979374121,1.0,-0.98,NoEvent
FullLoopAR,0.9788130521774292,-0.1210580766201019,0.8604265451431274,-0.289468765258789,1.0,-0.98,NoEvent
FullLoopAR,0.9834975600242616,-0.0333415828645229,0.9917643666267396,0.000204271505936,0.0,-0.98,NoEvent
HUDOnly,0.9792293310165404,-0.0579906739294528,0.9681264758110046,-0.1562946140766143,1.0,-0.98,NoEvent
FullLoopAR,0.9779047966003418,-0.1255625933408737,0.9510794281959534,-0.2225805968046188,1.0,-0.98,NoEvent
FullLoopAR,0.9917530417442322,0.0200977101922035,0.952606439590454,-0.1067548468708992,1.0,-0.98,NoEvent
HUDOnly,0.9835725426673888,-0.0459022857248783,0.970449149608612,-0.1175894662737846,0.0,-0.98,NoEvent
BaseCondition,0.9755443334579468,-0.1903166323900222,0.913822054862976,-0.0801823660731315,0.0,-0.98,NoEvent
FullLoopAR,0.9975165724754332,0.0611625462770462,0.9557077884674072,-0.1873682588338852,1.0,-0.98,NoEvent
FullLoopAR,0.9667719006538392,-0.1038930416107177,0.965194582939148,-0.1825685501098632,0.0,-0.98,NoEvent
FullLoopAR,0.9855499267578124,-0.0721420496702194,0.978478193283081,-0.1105588600039482,1.0,-0.98,NoEvent
HUDOnly,0.9286750555038452,0.1574868261814117,0.9067782759666444,-0.0882271006703376,0.0,-0.98,NoEvent
BaseCondition,0.9803398251533508,-0.0932626277208328,0.96495121717453,-0.0942341387271881,0.0,-0.98,NoEvent
FullLoopAR,0.971733033657074,0.0104114618152379,0.9094018042087556,-0.1575765088200568,1.0,-0.98,NoEvent
FullLoopAR,0.9609686136245728,-0.1643142066895961,0.9295617192983628,-0.0314381858333945,0.0,-0.98,NoEvent
BaseCondition,0.959421455860138,-0.1012278199195861,0.9508245587348938,-0.1996630281209945,0.0,-0.98,NoEvent
AudioOnly,0.9456715285778046,-0.0073000565171241,0.9875265955924988,-0.0798991210758685,0.0,-0.98,NoEvent
FullLoopAR,0.95915025472641,-0.0413560159504413,0.9440705180168152,-0.055025864392519,0.0,-0.98,NoEvent
BaseCondition,0.975990891456604,0.0398002453148365,0.957879900932312,-0.1571794897317886,0.0,-0.98,NoEvent
HUDOnly,0.9705906510353088,0.0745268315076828,0.9771661162376404,-0.0883233994245529,0.0,-0.98,NoEvent
FullLoopAR,0.973753809928894,-0.1621100306510925,0.962244838476181,-0.1692454442381858,1.0,-0.98,NoEvent
AudioOnly,0.9944502711296082,-0.0975977480411529,0.9685169458389282,-0.1560140997171402,1.0,-0.98,NoEvent
HUDOnly,0.9758231043815612,-0.1023277640342712,0.974890947341919,-0.133492037653923,0.0,-0.98,NoEvent
AudioOnly,0.9682317972183228,0.0013710930943489,0.9802842736244202,-0.0755154937505722,1.0,-0.98,NoEvent
AudioOnly,0.9613426625728608,-0.1188890561461448,0.9407466053962708,-0.2700753808021545,0.0,-0.98,NoEvent
HUDOnly,0.9667365550994872,-0.1536242514848709,0.973974883556366,-0.0541127771139144,0.0,-0.98,NoEvent
BaseCondition,0.975195288658142,-0.1403428167104721,0.9819613099098206,-0.1340592354536056,0.0,-0.98,NoEvent
FullLoopAR,0.9766514897346495,-0.1630769520998,0.8862561583518982,-0.3296101987361908,1.0,-0.98,NoEvent
AudioOnly,0.9686052799224854,-0.1338200718164444,0.9678937792778016,-0.1292804181575775,0.0,-0.98,NoEvent
BaseCondition,0.9283657073974608,-0.3338218927383423,0.8517910242080688,-0.496389240026474,0.0,-0.98,NoEvent
FullLoopAR,0.9339765906333924,-0.2673795074224472,0.861010879278183,-0.2765566110610961,1.0,-0.98,NoEvent
FullLoopAR,0.9861291646957396,-0.024461792781949,0.970051646232605,-0.0705281421542167,1.0,-0.98,NoEvent
HUDOnly,0.9724361598491668,-0.1896297894418239,0.9712333232164384,-0.1847471073269844,1.0,-0.98,NoEvent
HUDOnly,0.9642096757888794,-0.1681340038776397,0.9576120972633362,-0.1789838671684265,1.0,-0.98,NoEvent
FullLoopAR,0.9762158989906312,-0.12298034876585,0.967520833015442,-0.166786640882492,0.0,-0.98,NoEvent
BaseCondition,0.9880961179733276,0.0657540559768676,0.9672319293022156,-0.1229305043816566,0.0,-0.98,NoEvent
FullLoopAR,0.9852219223976136,-0.0880881994962691,0.9788093864917756,-0.1363296955823897,0.0,-0.98,NoEvent
AudioOnly,0.9603120386600494,-0.1731432750821113,0.965230405330658,-0.1053942069411277,0.0,-0.98,NoEvent
HUDOnly,0.9586775302886964,-0.208559438586235,0.9784640669822692,-0.0992129370570182,1.0,-0.98,NoEvent
BaseCondition,0.974958837032318,-0.0152608640491961,0.9677357077598572,-0.1358456164598464,0.0,-0.98,NoEvent
FullLoopAR,0.9611160755157472,-0.1937611699104309,0.9581247568130492,-0.1696687638759613,0.0,-0.98,NoEvent
BaseCondition,0.9326224327087402,-0.3007789850234985,0.974751353263855,-0.0908671095967292,0.0,-0.98,NoEvent
AudioOnly,0.9872611910104752,0.0124468971043824,0.9688725471496582,-0.1474109850823879,1.0,-0.98,NoEvent
HUDOnly,0.9674649834632874,-0.0154143422842025,0.9351820647716522,-0.1043684743344783,0.0,-0.98,NoEvent
AudioOnly,0.9776363372802734,-0.0703086256980896,0.950471580028534,-0.1368568986654281,0.0,-0.98,NoEvent
BaseCondition,0.9807567596435548,-0.0593910850584507,0.9644442200660706,-0.1788412630558014,1.0,-0.98,NoEvent
AudioOnly,0.9617449641227722,-0.1146020740270614,0.9222286343574524,-0.2760557234287262,1.0,-0.98,NoEvent
BaseCondition,0.9568783044815063,-0.087259829044342,0.9701006412506104,-0.1293372884392737,0.0,-0.98,NoEvent
FullLoopAR,0.9715721309185028,-0.023623147048056,0.9628886282444,-0.1744539104402064,1.0,-0.98,NoEvent
FullLoopAR,0.9731881618499756,-0.196937620639801,0.9773436784744264,-0.131790742278099,1.0,-0.98,NoEvent
AudioOnly,0.9998356103897096,-0.0118585182353854,0.9295449256896972,-0.2944593131542206,1.0,-0.98,NoEvent
BaseCondition,0.9830166101455688,-0.0448702927678823,0.9598117470741272,-0.1679765060544013,0.0,-0.98,NoEvent
AudioOnly,0.9827431440353394,-0.0708574652671814,0.8707191944122314,-0.3826349079608917,0.0,-0.98,NoEvent
BaseCondition,0.9348145127296448,-0.2731209695339203,0.933732998371124,-0.1093248218297958,0.0,-0.98,NoEvent
AudioOnly,0.924638569355011,0.1718944460153579,0.9709845781326294,-0.1315734237432479,1.0,-0.98,NoEvent
HUDOnly,0.9598472118377686,-0.0021082228049635,0.9614307284355164,-0.1452488303184509,0.0,-0.98,NoEvent
HUDOnly,0.9911654591560364,0.0504318438470363,0.9778436422348022,-0.1020853146910667,0.0,-0.98,NoEvent
HUDOnly,0.9901670217514038,0.0714157447218894,0.9428625702857972,-0.1121034286916255,1.0,-0.98,NoEvent
FullLoopAR,0.9626060128211976,-0.2004447728395462,0.90790992975235,-0.2068456411361694,1.0,-0.98,NoEvent
AudioOnly,0.97947895526886,-0.1014667898416519,0.974904239177704,-0.1340251713991165,1.0,-0.98,NoEvent
HUDOnly,0.9683595299720764,-0.0232488475739955,0.9732028841972352,-0.1314720809459686,1.0,-0.98,NoEvent
HUDOnly,0.9550201892852784,0.021762660704553,0.9343926906585692,-0.0697244815528392,0.0,-0.98,NoEvent
HUDOnly,0.9857051372528076,-0.0290210265666246,0.963957905769348,-0.1125470548868179,1.0,-0.98,NoEvent
FullLoopAR,0.9696093797683716,-0.0772295743227005,0.8953227400779724,-0.2027687728404998,1.0,-0.98,NoEvent
AudioOnly,0.9775840044021606,-0.0496004298329353,0.933202624320984,-0.0899123474955558,0.0,-0.98,NoEvent
FullLoopAR,0.9679484367370604,-0.2018097043037414,0.913608729839325,-0.2554000616073608,1.0,-0.98,NoEvent
AudioOnly,0.9767181277275084,0.0509599968791008,0.9605925679206848,-0.1599666029214859,1.0,-0.98,NoEvent
AudioOnly,0.9544140696525574,-0.2147555649280548,0.9661654829978944,-0.1142517700791359,0.0,-0.98,NoEvent
BaseCondition,0.972358465194702,-0.1879028975963592,0.9620222449302672,-0.1626324951648712,0.0,-0.98,NoEvent
FullLoopAR,0.98090922832489,0.1061342731118202,0.9739781022071838,-0.0997204035520553,0.0,-0.98,NoEvent
BaseCondition,0.976631999015808,-0.1026153862476348,0.9800189733505248,-0.0989734977483749,1.0,-0.98,NoEvent
HUDOnly,0.977923572063446,-0.1458374559879303,0.913227983883449,-0.1839413866400717,1.0,-0.98,NoEvent
FullLoopAR,0.936919093132019,-0.045210026204586,0.9595690369606018,-0.1519637554883957,1.0,-0.98,NoEvent
HUDOnly,0.9813198447227478,-0.1683030873537063,0.9185320138931274,-0.1709874123334884,1.0,-0.98,NoEvent
FullLoopAR,0.9668484330177308,-0.1246216297149658,0.9579772353172302,-0.1281358450651168,1.0,-0.98,NoEvent
AudioOnly,0.9764524698257446,-0.1270394921302795,0.9191653728485109,-0.3578104376792907,1.0,-0.98,NoEvent
BaseCondition,0.954905927181244,-0.2058592736721038,0.9756691455841064,-0.1054436936974525,0.0,-0.98,NoEvent
BaseCondition,0.9293957948684692,-0.305022656917572,0.969585120677948,-0.1777222752571106,0.0,-0.98,NoEvent
FullLoopAR,0.9851821064949036,-0.1071920394897461,0.947494387626648,-0.1400553584098816,1.0,-0.98,NoEvent
BaseCondition,0.969507485628128,-0.095157466828823,0.9715621173381804,-0.1153396181762217,0.0,-0.96,NoEvent
FullLoopAR,0.9580910801887512,-0.0643482320010661,0.9589579105377196,-0.1421471014618873,1.0,-0.96,NoEvent
BaseCondition,0.9785448908805848,-0.1100854724645614,0.956469476222992,-0.191629484295845,0.0,-0.96,NoEvent
FullLoopAR,0.9656994938850404,-0.1540082544088363,0.968040406703949,-0.1318862587213516,1.0,-0.96,NoEvent
BaseCondition,0.9921293258666992,-0.0119160022586584,0.9779492616653442,-0.1168963983654975,0.0,-0.96,NoEvent
BaseCondition,0.9690090417861938,0.0697538629174231,0.9600508511066436,-0.1183854565024375,0.0,-0.96,NoEvent
FullLoopAR,0.998107612133026,-0.0183884575963019,0.9642326533794404,-0.1229675821959972,1.0,-0.96,NoEvent
HUDOnly,0.9661687314510344,-0.0402379594743251,0.9283071607351304,-0.0191830823896452,1.0,-0.96,NoEvent
FullLoopAR,0.9926268458366394,0.0208765566349029,0.9572173953056335,-0.1548566073179245,1.0,-0.96,NoEvent
FullLoopAR,0.9517377614974976,-0.1271089911460876,0.9599381685256958,-0.1534558236598968,1.0,-0.96,NoEvent
AudioOnly,0.9937560558319092,-0.050995297729969,0.9756720066070556,-0.1707949489355087,1.0,-0.96,NoEvent
AudioOnly,0.9458585381507874,-0.3015631437301636,0.97083842754364,-0.1348185539245605,1.0,-0.96,NoEvent
HUDOnly,0.9873688817024232,-0.1126456633210182,0.959760308265686,-0.0137992799282073,0.0,-0.96,NoEvent
BaseCondition,0.9531949758529664,-0.1964779198169708,0.9553730487823486,-0.2095472067594528,0.0,-0.96,NoEvent
HUDOnly,0.9559545814990996,-0.0401174314320087,0.967818170785904,-0.0534393787384032,1.0,-0.96,NoEvent
HUDOnly,0.9859654903411864,-0.2726134657859802,0.8127250075340271,-0.645358145236969,1.0,-0.96,NoEvent
BaseCondition,0.9989347457885742,-0.0364734977483749,0.9687989354133606,-0.1434739083051681,0.0,-0.96,NoEvent
FullLoopAR,0.9711670875549316,0.0388649106025695,0.944671392440796,-0.1309763491153717,1.0,-0.96,NoEvent
HUDOnly,0.9791672825813292,-0.0349981300532817,0.9706317186355592,-0.1342256367206573,0.0,-0.96,NoEvent
AudioOnly,0.9789890646934508,0.0416060239076614,0.8733252882957458,-0.4487877488136291,0.0,-0.96,NoEvent
BaseCondition,0.9759077429771424,-0.0057683214545249,0.9753830234209696,-0.1085198372602462,1.0,-0.96,NoEvent
AudioOnly,0.9852026700973512,-0.0741473361849784,0.97370845079422,-0.1063342913985252,0.0,-0.96,NoEvent
FullLoopAR,0.9639732539653778,-0.1800466701388358,0.9561803340911864,-0.1572296768426894,1.0,-0.96,NoEvent
BaseCondition,0.9294307827949524,-0.2568577527999878,0.9486402869224548,-0.0909865871071815,1.0,-0.96,NoEvent
HUDOnly,0.9757387042045592,-0.0825384557247161,0.9696521759033204,-0.1647641956806183,1.0,-0.96,NoEvent
HUDOnly,0.9702863693237304,0.1415551751852035,0.961217075586319,-0.1342165619134902,0.0,-0.96,NoEvent
BaseCondition,0.9248571991920472,-0.2188662588596344,0.9709495902061462,-0.1466471254825592,0.0,-0.96,NoEvent
HUDOnly,0.9760602116584778,-0.0156160928308963,0.9592233300209044,-0.1571146845817566,0.0,-0.96,NoEvent
AudioOnly,0.9862605333328248,-0.0558223128318786,0.963765263557434,-0.1300901770591735,0.0,-0.96,NoEvent
HUDOnly,0.9654951095581056,-0.1002273336052894,0.9793643951416016,-0.1375821232795715,1.0,-0.96,NoEvent
BaseCondition,0.980071783065796,-0.0553910583257675,0.9987372159957886,-0.0442559942603111,0.0,-0.96,NoEvent
FullLoopAR,0.9603723883628844,0.2604248523712158,0.9321897029876708,-0.2069626376032829,0.0,-0.96,NoEvent
BaseCondition,0.9866664707660676,-0.115101147443056,0.9591556191444398,-0.2019925191998481,0.0,-0.96,NoEvent
AudioOnly,0.9544946551322936,-0.2184630185365676,0.9626002609729768,-0.0783984772861003,0.0,-0.96,NoEvent
FullLoopAR,0.9506507813930511,-0.2300668805837631,0.9419138052246788,0.1813029457222331,0.0,-0.96,NoEvent
HUDOnly,0.964672327041626,0.1411426961421966,0.959785521030426,-0.203494444489479,0.0,-0.96,NoEvent
BaseCondition,0.9741339683532716,-0.0108612896874547,0.9660428762435912,-0.1085029542446136,0.0,-0.96,NoEvent
BaseCondition,0.9772201180458068,-0.1389713287353515,0.9813772439956664,-0.1251519620418548,1.0,-0.96,NoEvent
FullLoopAR,0.9848171472549438,-0.0384255722165107,0.922261357307434,-0.0358195453882217,1.0,-0.96,NoEvent
HUDOnly,0.9828280657529832,-0.0952220261096953,0.8852281928062439,-0.1902369529008865,1.0,-0.96,NoEvent
FullLoopAR,0.976683646440506,-0.1019701138138771,0.9657089114189148,-0.0681271888315677,1.0,-0.96,NoEvent
FullLoopAR,0.9914000034332277,-0.0848980695009231,0.9786735773086548,-0.1611202806234359,1.0,-0.96,NoEvent
AudioOnly,0.9610751271247864,-0.0538848116993904,0.9604377150535583,-0.15218485891819,1.0,-0.96,NoEvent
FullLoopAR,0.9826568961143494,-0.0345681309700012,0.9687092900276184,-0.1498653590679168,1.0,-0.96,NoEvent
FullLoopAR,0.9379245638847352,-0.1704706251621246,0.953399658203125,-0.0817954689264297,1.0,-0.96,NoEvent
BaseCondition,0.9547025561332704,-0.1884802430868148,0.9741910099983216,-0.1071110963821411,0.0,-0.96,NoEvent
AudioOnly,0.9478856325149536,-0.1061837971210479,0.9547966718673706,-0.0481220334768295,1.0,-0.96,NoEvent
FullLoopAR,0.975114405155182,-0.0464928373694419,0.9795010089874268,-0.125341385602951,0.0,-0.96,NoEvent
FullLoopAR,0.9426121711730956,-0.2482628524303436,0.943400263786316,-0.1264318525791168,0.0,-0.96,NoEvent
FullLoopAR,0.98202246427536,-0.0004216004163026,0.9005891904234886,-0.2010399438440799,1.0,-0.96,NoEvent
FullLoopAR,0.9829912483692168,-0.030521330423653,0.959389179944992,-0.1091981120407581,1.0,-0.96,NoEvent
BaseCondition,0.987587571144104,0.0213914588093757,0.9401946663856506,-0.1222152486443519,0.0,-0.96,NoEvent
FullLoopAR,0.972397804260254,-0.0816139355301857,0.964213728904724,-0.137665182352066,0.0,-0.96,NoEvent
BaseCondition,0.9859654903411864,-0.1386539340019226,0.8127250075340271,-0.5757334232330322,1.0,-0.96,NoEvent
BaseCondition,0.9732933044433594,-0.1098911873996257,0.8865095674991608,-0.3822479397058486,0.0,-0.96,NoEvent
HUDOnly,0.9890741109848022,-0.0823833048343658,0.96176677942276,-0.1080819889903068,0.0,-0.96,NoEvent
BaseCondition,0.987585186958313,-0.05512635409832,0.9170095920562744,-0.3682043850421905,1.0,-0.96,NoEvent
HUDOnly,0.9817664623260498,-0.1231198981404304,0.9704763889312744,-0.1433295607566833,1.0,-0.96,NoEvent
HUDOnly,0.9796345829963684,-0.0021822303533554,0.950592041015625,-0.0888123884797096,0.0,-0.96,NoEvent
BaseCondition,0.9667510390281676,-0.1055501997470855,0.973158836364746,-0.1360058635473251,0.0,-0.96,NoEvent
FullLoopAR,0.984107494354248,-0.0673343278467654,0.966866970062256,-0.1085849814116954,1.0,-0.96,NoEvent
AudioOnly,0.9859654903411864,-0.0467201881110668,0.8127250075340271,-0.5335114598274231,0.0,-0.96,NoEvent
HUDOnly,0.9604036808013916,0.0592475272715091,0.8729106187820435,-0.3555864989757538,1.0,-0.96,NoEvent
BaseCondition,0.9490950107574464,-0.244409292936325,0.9597632884979248,-0.135716512799263,1.0,-0.96,NoEvent
FullLoopAR,0.9679582715034484,-0.1653083264827728,0.9146324396133424,-0.1110753193497657,0.0,-0.96,NoEvent
AudioOnly,0.9784210324287416,-0.0846596211194992,0.9681658506393432,-0.0984940007328987,1.0,-0.96,NoEvent
AudioOnly,0.9653577208518982,-0.087567001581192,0.976188063621521,-0.1394759565591812,1.0,-0.96,NoEvent
BaseCondition,0.9661210775375366,0.0153726767748593,0.9618211388587952,-0.1462999507784843,0.0,-0.96,NoEvent
BaseCondition,0.9709932804107666,-0.1693017035722732,0.8508674502372742,-0.5222145318984985,0.0,-0.96,NoEvent
BaseCondition,0.987641841173172,-0.0629109479486941,0.9644564986228944,-0.1459254547953605,0.0,-0.96,NoEvent
HUDOnly,0.9680665731430054,-0.1670982837677002,0.9679305516183376,-0.1167755108326673,0.0,-0.96,NoEvent
HUDOnly,0.99684876203537,0.0584389902651309,0.96599942445755,-0.0692140683531761,1.0,-0.96,NoEvent
AudioOnly,0.9774503111839294,-0.0612677782773971,0.974351167678833,-0.0807332992553711,0.0,-0.96,NoEvent
BaseCondition,0.9706991612911224,-0.1490814685821532,0.9764394760131836,-0.1144255958497524,0.0,-0.96,NoEvent
HUDOnly,0.9872371554374696,-0.0536064747720956,0.9663426280021667,-0.1169780641794204,0.0,-0.96,NoEvent
BaseCondition,0.9637821912765504,-0.1669735610485076,0.9735283553600312,-0.1331110894680022,0.0,-0.96,NoEvent
FullLoopAR,0.979601502418518,0.1287133768200874,0.964540868997574,-0.1437045447528362,1.0,-0.96,NoEvent
BaseCondition,0.9829276204109192,-0.0531221870332956,0.973997324705124,-0.1119641177356242,0.0,-0.96,NoEvent
FullLoopAR,0.9709725975990297,-0.1210253685712814,0.9657238125801086,-0.1520810276269912,1.0,-0.96,NoEvent
FullLoopAR,0.9645611047744752,0.0249538905918598,0.959911286830902,-0.1562332063913345,0.0,-0.96,NoEvent
HUDOnly,0.976192742586136,-0.0570407435297965,0.969552755355835,-0.1303326040506363,1.0,-0.96,NoEvent
FullLoopAR,0.9825780987739564,-0.0069786589592695,0.961377341638912,-0.0945044772022149,1.0,-0.96,NoEvent
FullLoopAR,0.9787251353263856,-0.1209744960069656,0.8599764108657837,-0.289486676454544,1.0,-0.96,NoEvent
FullLoopAR,0.9837132692337036,-0.0314727127552032,0.9920791983604432,-0.0011590516660362,0.0,-0.96,NoEvent
HUDOnly,0.9790061414241792,-0.0577170774340629,0.9681670665740966,-0.1559913158416747,1.0,-0.96,NoEvent
FullLoopAR,0.977724015712738,-0.125044971704483,0.9175090193748474,-0.2200627475976944,1.0,-0.96,NoEvent
FullLoopAR,0.9917916655540466,0.0139587819576263,0.953449010848999,-0.1012920886278152,1.0,-0.96,NoEvent
HUDOnly,0.9835164546966552,-0.0443694256246089,0.965447187423706,-0.0755512490868568,0.0,-0.96,NoEvent
BaseCondition,0.975395292043686,-0.1904460638761519,0.9185879230499268,-0.0868341587483882,0.0,-0.96,NoEvent
FullLoopAR,0.9976060390472412,0.059710931032896,0.9526642560958862,-0.186761200428009,1.0,-0.96,NoEvent
FullLoopAR,0.9659264981746674,-0.1027163304388522,0.9641527533531188,-0.1813014075160026,0.0,-0.96,NoEvent
FullLoopAR,0.9853918552398682,-0.0726179778575897,0.9788135886192322,-0.109469898045063,1.0,-0.96,NoEvent
HUDOnly,0.9293481111526488,0.1578894779086112,0.9040244221687316,-0.0836002230644226,0.0,-0.96,NoEvent
BaseCondition,0.9805970191955566,-0.0934230163693428,0.95991313457489,-0.1336743980646133,0.0,-0.96,NoEvent
FullLoopAR,0.97052001953125,0.0108100362122058,0.9171985983848572,-0.1561467945575714,1.0,-0.96,NoEvent
FullLoopAR,0.9608600437641144,-0.1644647568464278,0.9294783473014832,-0.0305188801139593,0.0,-0.96,NoEvent
BaseCondition,0.9588010311126708,-0.0991732999682426,0.9534722566604614,-0.1922915577888488,0.0,-0.96,NoEvent
AudioOnly,0.946784496307373,-0.0010619163513183,0.9874588251113892,-0.0714862197637558,0.0,-0.96,NoEvent
FullLoopAR,0.9587976634502412,-0.0402614343911408,0.9477624297142028,-0.0250151362270116,0.0,-0.96,NoEvent
BaseCondition,0.9754807949066162,0.0438457764685153,0.958117127418518,-0.1436654180288314,0.0,-0.96,NoEvent
HUDOnly,0.9715585112571716,0.0716871991753578,0.9771850109100342,-0.0917433947324752,0.0,-0.96,NoEvent
FullLoopAR,0.9735915660858154,-0.1618662327528,0.96246737241745,-0.1702980697154998,1.0,-0.96,NoEvent
AudioOnly,0.9937346577644348,-0.102515298873186,0.9702097475528716,-0.1473343893885612,1.0,-0.96,NoEvent
HUDOnly,0.9756838977336884,-0.1024454422295093,0.9754963219165802,-0.1307924464344977,0.0,-0.96,NoEvent
